timestamps,open,high,low,close,volume
2021-09-06,18.200000762939453,18.200000762939453,17.5,17.700000762939453,317529
2021-09-07,17.700000762939453,18.549999237060547,17.700000762939453,18.549999237060547,331023
2021-09-08,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,269455
2021-09-09,20.399999618530273,20.399999618530273,19.0,20.399999618530273,686038
2021-09-13,21.299999237060547,21.399999618530273,20.5,21.399999618530273,383754
2021-09-14,22.399999618530273,22.450000762939453,20.350000381469727,20.350000381469727,743221
2021-09-15,19.5,20.600000381469727,19.350000381469727,19.450000762939453,570833
2021-09-16,20.0,20.399999618530273,18.649999618530273,20.25,278413
2021-09-17,21.25,21.25,20.100000381469727,21.149999618530273,323788
2021-09-20,21.0,21.799999237060547,20.5,20.649999618530273,178250
2021-09-21,20.399999618530273,20.950000762939453,19.649999618530273,19.850000381469727,289769
2021-09-22,19.850000381469727,20.399999618530273,19.149999618530273,19.5,84871
2021-09-23,19.299999237060547,19.799999237060547,18.75,19.0,128543
2021-09-24,19.399999618530273,19.5,18.100000381469727,18.149999618530273,193088
2021-09-27,18.0,18.5,17.5,17.799999237060547,110731
2021-09-28,17.799999237060547,18.649999618530273,17.0,18.649999618530273,138899
2021-09-29,18.899999618530273,19.549999237060547,18.649999618530273,19.549999237060547,212236
2021-09-30,20.5,20.5,20.0,20.5,375870
2021-10-01,21.149999618530273,21.5,20.149999618530273,21.5,612362
2021-10-04,22.0,22.5,21.5,21.799999237060547,412720
2021-10-05,22.0,22.0,20.75,20.75,231341
2021-10-06,19.75,21.399999618530273,19.75,19.799999237060547,461793
2021-10-07,20.200000762939453,20.700000762939453,19.100000381469727,20.0,247688
2021-10-08,20.0,20.100000381469727,19.0,19.549999237060547,206686
2021-10-11,18.600000381469727,20.5,18.600000381469727,20.299999237060547,277990
2021-10-12,20.299999237060547,20.5,19.549999237060547,19.75,175451
2021-10-13,19.950000762939453,20.25,19.100000381469727,19.25,121496
2021-10-14,19.75,19.75,18.549999237060547,18.700000762939453,200600
2021-10-18,19.0,19.450000762939453,18.100000381469727,18.350000381469727,256610
2021-10-19,18.75,18.850000381469727,17.600000381469727,17.850000381469727,276002
2021-10-20,18.0,18.0,17.0,17.299999237060547,309392
2021-10-21,17.5,18.149999618530273,17.5,18.149999618530273,263093
2021-10-22,18.649999618530273,19.0,18.399999618530273,18.899999618530273,380285
2021-10-25,19.0,19.0,18.0,18.0,298000
2021-10-26,17.799999237060547,18.350000381469727,17.25,17.950000762939453,254051
2021-10-27,18.200000762939453,18.25,17.700000762939453,18.0,72530
2021-10-28,18.350000381469727,18.350000381469727,17.549999237060547,17.799999237060547,111897
2021-10-29,18.149999618530273,18.149999618530273,17.200000762939453,17.899999618530273,86571
2021-11-01,17.899999618530273,18.75,17.75,18.75,246689
2021-11-02,18.799999237060547,19.649999618530273,18.799999237060547,19.649999618530273,286326
2021-11-03,19.899999618530273,20.600000381469727,18.899999618530273,19.100000381469727,617387
2021-11-04,19.5,20.049999237060547,18.649999618530273,18.950000762939453,169558
2021-11-08,19.350000381469727,19.850000381469727,18.75,19.850000381469727,338151
2021-11-09,20.799999237060547,20.799999237060547,20.25,20.799999237060547,423241
2021-11-10,21.399999618530273,21.799999237060547,20.700000762939453,21.799999237060547,586156
2021-11-11,22.799999237060547,22.850000381469727,21.75,22.850000381469727,786422
2021-11-12,23.950000762939453,23.950000762939453,23.5,23.950000762939453,454935
2021-11-15,25.100000381469727,25.100000381469727,25.100000381469727,25.100000381469727,187069
2021-11-16,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,136226
2021-11-17,27.649999618530273,27.649999618530273,27.649999618530273,27.649999618530273,172625
2021-11-18,29.0,29.0,26.299999237060547,29.0,1859841
2021-11-22,29.0,29.0,27.549999237060547,27.549999237060547,172460
2021-11-23,26.25,28.899999618530273,26.200000762939453,28.899999618530273,822928
2021-11-24,30.0,30.299999237060547,28.799999237060547,30.299999237060547,624084
2021-11-25,30.649999618530273,31.799999237060547,30.649999618530273,31.799999237060547,125392
2021-11-26,33.349998474121094,33.349998474121094,31.200000762939453,33.349998474121094,458826
2021-11-29,35.0,35.0,31.700000762939453,33.25,669557
2021-11-30,33.0,33.0,31.600000381469727,31.600000381469727,296573
2021-12-01,30.5,32.20000076293945,30.049999237060547,30.049999237060547,232386
2021-12-02,28.549999237060547,31.549999237060547,28.549999237060547,31.549999237060547,340745
2021-12-03,32.5,33.099998474121094,32.5,33.099998474121094,94125
2021-12-06,34.75,34.75,33.79999923706055,34.75,85871
2021-12-07,36.45000076293945,36.45000076293945,36.45000076293945,36.45000076293945,72999
2021-12-08,38.25,38.25,38.25,38.25,64596
2021-12-09,40.150001525878906,40.150001525878906,36.599998474121094,39.75,1028615
2021-12-10,38.70000076293945,41.70000076293945,37.79999923706055,41.0,830171
2021-12-13,43.04999923706055,43.04999923706055,43.04999923706055,43.04999923706055,275236
2021-12-14,45.20000076293945,45.20000076293945,43.25,45.20000076293945,753091
2021-12-15,47.45000076293945,47.45000076293945,47.45000076293945,47.45000076293945,149913
2021-12-16,49.79999923706055,49.79999923706055,45.25,49.79999923706055,1222322
2021-12-17,51.5,52.25,49.0,52.25,1278513
2021-12-20,54.849998474121094,54.849998474121094,54.849998474121094,54.849998474121094,449844
2021-12-21,57.54999923706055,57.54999923706055,57.54999923706055,57.54999923706055,147225
2021-12-22,60.400001525878906,60.400001525878906,59.0,60.400001525878906,1934200
2021-12-23,60.400001525878906,63.400001525878906,57.400001525878906,63.400001525878906,1487464
2021-12-24,65.0,66.55000305175781,64.0,66.55000305175781,1024434
2021-12-27,69.8499984741211,69.8499984741211,68.80000305175781,69.8499984741211,494477
2021-12-28,73.30000305175781,73.30000305175781,73.30000305175781,73.30000305175781,177302
2021-12-29,76.94999694824219,76.94999694824219,76.94999694824219,76.94999694824219,179882
2021-12-30,80.75,80.75,77.0999984741211,80.75,1470286
2021-12-31,84.0,84.75,76.75,77.25,1810492
2022-01-03,73.4000015258789,81.0999984741211,73.4000015258789,81.0999984741211,1312039
2022-01-04,85.0,85.1500015258789,81.0999984741211,85.1500015258789,1139379
2022-01-05,87.75,87.75,80.9000015258789,80.9000015258789,920857
2022-01-06,76.9000015258789,82.5,76.9000015258789,78.8499984741211,732591
2022-01-07,80.0,80.69999694824219,74.94999694824219,74.94999694824219,405288
2022-01-10,72.0,77.94999694824219,71.25,72.6500015258789,1087211
